181,2,1
79,2,1
70,2,1
65,2,1
65,2,1
63,2,1
66,2,1
68,2,1
77,2,1
67,2,1
66,2,1
62,2,1
73,2,1
65,2,1
109,2,1
76,2,1
69,2,1
68,2,1
66,2,1
143,2,1
139,2,1
91,2,1
66,2,1
75,2,1
62,2,1
69,2,1
102,2,1
104,2,1
75,2,1
73,2,1
64,2,1
66,2,1
110,2,1
76,2,1
65,2,1
67,2,1
66,2,1
64,2,1
88,2,1
87,2,1
81,2,1
70,2,1
111,2,1
84,2,1
72,2,1
68,2,1
72,2,1
66,2,1
87,2,1
113,2,1
73,2,1
83,2,1
84,2,1
64,2,1
70,2,1
72,2,1
63,2,1
72,2,1
67,2,1
67,2,1
64,2,1
107,2,1
81,2,1
67,2,1
73,2,1
63,2,1
71,2,1
90,2,1
79,2,1
64,2,1
68,2,1
66,2,1
75,2,1
65,2,1
66,2,1
67,2,1
93,2,1
67,2,1
72,2,1
107,2,1
94,2,1
68,2,1
63,2,1
64,2,1
94,2,1
64,2,1
70,2,1
75,2,1
68,2,1
71,2,1
64,2,1
109,2,1
80,2,1
67,2,1
67,2,1
62,2,1
74,2,1
70,2,1
70,2,1
84,2,1
68,2,1
