145,2,1
65,2,1
106,2,1
78,2,1
79,2,1
106,2,1
75,2,1
78,2,1
66,2,1
69,2,1
70,2,1
71,2,1
69,2,1
62,2,1
65,2,1
71,2,1
75,2,1
68,2,1
65,2,1
71,2,1
94,2,1
65,2,1
64,2,1
73,2,1
66,2,1
68,2,1
75,2,1
67,2,1
67,2,1
70,2,1
71,2,1
69,2,1
71,2,1
70,2,1
66,2,1
72,2,1
90,2,1
130,2,1
76,2,1
66,2,1
84,2,1
64,2,1
81,2,1
71,2,1
75,2,1
67,2,1
81,2,1
169,2,1
76,2,1
101,2,1
65,2,1
69,2,1
67,2,1
65,2,1
76,2,1
144,2,1
83,2,1
70,2,1
68,2,1
61,2,1
76,2,1
66,2,1
64,2,1
77,2,1
64,2,1
68,2,1
65,2,1
78,2,1
85,2,1
90,2,1
67,2,1
63,2,1
88,2,1
68,2,1
71,2,1
72,2,1
67,2,1
65,2,1
78,2,1
64,2,1
111,2,1
84,2,1
71,2,1
70,2,1
74,2,1
65,2,1
67,2,1
66,2,1
70,2,1
65,2,1
64,2,1
64,2,1
67,2,1
64,2,1
77,2,1
64,2,1
66,2,1
67,2,1
65,2,1
66,2,1
69,2,1
