156,2,1
113,2,1
115,2,1
170,2,1
150,2,1
135,2,1
131,2,1
147,2,1
189,2,1
210,2,1
208,2,1
176,2,1
215,2,1
178,2,1
136,2,1
216,2,1
158,2,1
200,2,1
120,2,1
126,2,1
155,2,1
107,2,1
140,2,1
142,2,1
143,2,1
139,2,1
199,2,1
234,2,1
122,2,1
149,2,1
143,2,1
181,2,1
116,2,1
129,2,1
133,2,1
148,2,1
134,2,1
144,2,1
177,2,1
115,2,1
371,2,1
213,2,1
106,2,1
116,2,1
101,2,1
176,2,1
128,2,1
162,2,1
179,2,1
134,2,1
148,2,1
132,2,1
137,2,1
96,2,1
129,2,1
134,2,1
142,2,1
113,2,1
167,2,1
161,2,1
134,2,1
129,2,1
182,2,1
165,2,1
138,2,1
129,2,1
94,2,1
98,2,1
136,2,1
142,2,1
148,2,1
116,2,1
124,2,1
159,2,1
171,2,1
112,2,1
151,2,1
177,2,1
115,2,1
212,2,1
229,2,1
127,2,1
152,2,1
194,2,1
156,2,1
207,2,1
144,2,1
140,2,1
199,2,1
114,2,1
93,2,1
160,2,1
116,2,1
141,2,1
157,2,1
113,2,1
88,2,1
111,2,1
97,2,1
113,2,1
142,2,1
