575,10,1
298,6,1
609,6,1
597,14,1
616,14,1
218,6,1
654,16,1
226,6,1
300,8,1
436,10,1
289,6,1
479,10,1
325,8,1
232,6,1
327,8,1
1084,26,1
547,14,1
328,6,1
612,14,1
220,6,1
222,6,1
229,6,1
737,18,1
380,10,1
252,6,1
325,6,1
256,6,1
475,12,1
224,6,1
327,8,1
276,6,1
339,8,1
590,14,1
256,6,1
252,6,1
585,12,1
288,6,1
245,6,1
235,6,1
313,8,1
379,8,1
730,16,1
231,6,1
239,6,1
361,8,1
652,18,1
356,10,1
434,10,1
229,6,1
523,14,1
234,6,1
227,6,1
260,6,1
227,6,1
517,14,1
387,10,1
249,6,1
473,10,1
298,6,1
245,6,1
373,10,1
224,6,1
905,22,1
696,18,1
485,10,1
907,22,1
262,6,1
276,6,1
248,6,1
369,8,1
444,10,1
1111,22,1
332,8,1
230,6,1
1240,30,-1
269,6,1
255,6,1
247,6,1
416,10,1
243,6,1
394,10,1
245,6,1
490,12,1
510,10,1
385,10,1
275,6,1
408,10,1
260,6,1
227,6,1
322,8,1
428,10,1
378,10,1
261,6,1
241,6,1
556,14,1
300,6,1
941,22,1
291,6,1
233,6,1
299,6,1
352,8,1
633,14,1
218,6,1
2143,30,-1
544,10,1
341,6,1
523,6,1
490,6,1
424,6,1
727,14,1
730,12,1
221,6,1
433,8,1
220,6,1
459,10,1
438,6,1
425,8,1
270,6,1
301,6,1
275,6,1
408,10,1
232,6,1
238,6,1
350,8,1
410,10,1
498,14,1
294,8,1
398,10,1
302,8,1
222,6,1
221,6,1
