154,4,1
202,4,1
267,7,1
315,7,1
199,4,1
274,7,1
289,7,1
256,5,1
152,4,1
148,4,1
154,4,1
261,7,1
146,4,1
228,6,1
150,4,1
180,5,1
145,4,1
401,10,1
145,4,1
149,4,1
242,7,1
154,4,1
210,5,1
184,4,1
177,4,1
154,4,1
154,4,1
389,10,1
162,4,1
157,4,1
153,4,1
196,4,1
269,6,1
232,4,1
157,4,1
405,10,1
414,10,1
403,9,1
215,4,1
223,5,1
322,6,1
155,4,1
154,4,1
587,13,1
265,7,1
155,4,1
170,4,1
159,4,1
155,4,1
271,7,1
432,9,1
422,10,1
273,7,1
280,7,1
242,6,1
307,7,1
342,8,1
206,4,1
198,5,1
285,7,1
395,9,1
184,4,1
166,4,1
252,6,1
167,4,1
170,4,1
410,10,1
203,5,1
186,4,1
153,4,1
199,5,1
183,4,1
161,4,1
168,4,1
170,4,1
205,5,1
389,8,1
163,4,1
157,4,1
194,5,1
228,5,1
176,5,1
160,4,1
326,7,1
392,8,1
550,10,1
293,7,1
267,7,1
166,4,1
214,6,1
276,6,1
306,6,1
200,5,1
257,6,1
161,4,1
155,4,1
227,6,1
594,16,1
132,4,1
172,5,1
137,4,1
