438,10,1
226,6,1
348,8,1
385,10,1
665,18,1
528,12,1
236,6,1
263,6,1
665,18,1
233,6,1
837,22,1
202,6,1
201,6,1
407,10,1
208,6,1
199,6,1
214,6,1
358,10,1
236,6,1
231,6,1
208,6,1
334,8,1
217,6,1
1009,26,1
302,8,1
509,14,1
384,10,1
386,10,1
234,6,1
347,10,1
228,6,1
245,6,1
219,6,1
228,6,1
241,6,1
1066,26,1
487,10,1
255,6,1
248,6,1
232,6,1
280,6,1
324,8,1
217,6,1
234,6,1
675,16,1
239,6,1
228,6,1
318,8,1
235,6,1
264,6,1
296,6,1
382,10,1
222,6,1
356,10,1
257,6,1
441,10,1
248,6,1
479,12,1
391,10,1
222,6,1
258,6,1
337,8,1
225,6,1
387,10,1
434,10,1
239,6,1
333,8,1
224,6,1
217,6,1
336,8,1
374,10,1
580,14,1
243,6,1
302,6,1
714,18,1
237,6,1
762,18,1
270,6,1
241,6,1
238,6,1
382,10,1
300,6,1
289,6,1
284,6,1
292,6,1
306,6,1
314,6,1
392,8,1
310,6,1
1441,30,-1
275,6,1
254,6,1
271,6,1
259,6,1
257,6,1
298,6,1
289,6,1
242,6,1
315,8,1
269,6,1
235,6,1
