1484,30,-1
1444,30,-1
1469,30,-1
1384,30,-1
1396,30,-1
1321,30,-1
1411,30,-1
1432,30,-1
1747,30,-1
1413,30,-1
1355,30,-1
1271,30,-1
1346,30,-1
1415,30,-1
1383,30,-1
2032,30,-1
1772,30,-1
1554,30,-1
1430,30,-1
1523,30,-1
1423,30,-1
1899,30,-1
1716,30,-1
1452,30,-1
1849,30,-1
2324,30,-1
2286,30,-1
2204,30,-1
2410,30,-1
2323,30,-1
38,1,0
40,1,0
43,1,0
38,1,0
37,1,0
30,1,0
31,1,0
28,1,0
29,1,0
32,1,0
1247,30,-1
1253,30,-1
1283,30,-1
1336,30,-1
1248,30,-1
1394,30,-1
1399,30,-1
1852,30,-1
1421,30,-1
1452,30,-1
