1381,30,-1
1307,30,-1
1355,30,-1
1334,30,-1
1417,30,-1
1162,30,-1
1626,30,-1
1283,30,-1
1313,30,-1
1308,30,-1
1272,30,-1
1386,30,-1
1384,30,-1
1338,30,-1
1359,30,-1
1815,30,-1
1381,30,-1
1402,30,-1
1507,30,-1
1474,30,-1
1440,30,-1
1364,30,-1
1413,30,-1
2060,30,-1
1748,30,-1
1889,30,-1
1943,30,-1
2710,30,-1
2166,30,-1
2052,30,-1
77,1,0
60,1,0
45,1,0
31,1,0
32,1,0
31,1,0
46,1,0
32,1,0
33,1,0
34,1,0
1237,30,-1
1225,30,-1
1225,30,-1
1237,30,-1
1204,30,-1
1341,30,-1
1328,30,-1
1358,30,-1
1843,30,-1
1383,30,-1
